order_id,product_id,add_to_cart_order,reordered
1953631,16291,7,1
3125743,30597,3,1
2475140,42215,12,0
3269322,13380,16,1
2730202,16759,14,1
1623199,30391,2,1
36051,6567,3,0
3120830,41570,1,1
3360100,30252,14,1
1185133,44142,4,0
2331959,8424,2,1
2935246,39928,5,1
1066162,43352,3,1
2504003,38996,6,1
1958637,21137,3,0
2628998,24964,6,1
2091448,1986,3,1
1809720,28448,12,0
1691413,39121,3,0
114777,36070,5,1
3332785,34448,7,1
2675074,18465,4,0
2761025,47211,5,0
2792813,30696,26,1
1110282,3887,19,0
666000,31159,1,1
993123,43371,13,0
1222065,48679,5,0
633672,5077,7,0
563732,35824,1,0
1223774,17033,22,0
3002530,17191,12,1
158386,13265,17,1
844514,32864,7,1
183108,12276,16,0
1004098,46184,1,1
1633014,18728,4,0
2067519,13176,1,1
328656,45223,12,0
35713,22767,11,0
277341,47766,11,1
1096620,44683,1,0
2360550,21890,3,0
1267410,15290,4,0
2918331,5428,1,0
1529875,3298,1,1
3081867,38067,2,0
3386112,11421,16,1
1485591,40199,6,0
1569560,5723,5,1
2765825,34969,14,1
1109582,12341,4,1
1866392,4461,6,0
1354855,4962,2,0
2155417,27966,4,1
1401896,5450,11,1
2206842,37718,9,1
3204987,21137,1,1
1973981,47209,9,1
168662,25562,10,1
1146107,4562,11,1
2009956,4957,2,1
2688866,48821,3,1
2057900,38777,4,1
504475,38576,8,0
2872414,12238,4,0
1620728,26209,5,1
1803015,28985,6,1
3375743,18465,4,1
1477140,22882,8,1
2947835,25588,9,1
1799067,26209,11,1
2831162,26668,6,1
3016520,18829,7,1
2724541,27695,3,1
1310260,34483,11,1
1147140,44479,17,1
1872449,13889,4,1
2095691,8012,4,1
2728853,39113,10,0
3248718,43998,4,1
1815076,5652,1,0
2993696,35951,4,1
3362307,29987,16,0
475570,7461,8,0
2038785,20448,5,0
1390503,21137,7,0
1484369,40490,8,1
2073405,21011,16,1
2502654,8204,13,0
1897562,4605,13,1
3212411,21709,7,1
3241637,27652,2,1
1482737,3577,9,0
1922993,40229,1,1
943858,288,2,1
2842428,21616,7,1
3264379,30233,1,1
1011764,46979,4,1
2456541,14240,15,1
482290,49235,2,1
173029,40332,7,1
272436,48825,4,0
3017978,38164,1,0
2241755,42016,4,1
976658,1737,19,0
2158248,17321,4,1
3177628,32360,5,1
1146117,44703,14,1
660579,27829,1,0
151309,46049,3,0
1396341,4498,12,0
928001,31940,19,0
1708582,2326,12,1
1023319,30745,11,0
3010073,27690,8,1
73531,162,11,0
2534146,34005,7,0
891406,35050,14,1
3250071,4595,11,0
591397,36086,5,1
376149,20082,2,1
1990534,31130,37,0
678251,15866,2,1
1554018,36425,5,1
2918433,27086,11,1
685885,8693,4,1
2609549,29363,8,0
842296,40749,6,1
1770411,31883,8,1
2726425,49383,5,1
1029354,41047,10,0
1558263,25567,4,0
1545089,49683,10,1
1993416,13541,3,0
1759308,5097,8,1
2157135,43209,6,1
157200,28289,15,0
389066,34126,12,0
2214339,41544,9,1
2014033,42265,8,0
1194012,46979,22,0
459400,24741,8,0
753609,33056,7,1
2561650,12872,7,1
402385,12846,6,1
658966,1408,13,0
2130434,46138,1,0
405721,5322,4,1
577927,21137,5,1
3384943,7963,4,1
2042580,2086,19,0
1709142,21938,1,1
2417676,35951,34,0
1533068,5785,3,1
2362632,40604,14,0
1993553,26559,2,0
2300582,41151,22,1
671953,8501,2,0
2992491,41787,9,1
305550,37687,25,1
2372893,46082,14,0
137192,21724,27,0
819604,37288,8,0
3098116,19204,11,0
2963355,13176,5,1
728845,37646,3,1
3300096,9076,7,1
3268423,15206,4,0
586172,27086,1,1
1303356,37687,1,1
351857,8518,10,1
32374,10351,5,1
870677,40002,2,1
1063434,21334,15,0
1206160,1405,1,1
2948813,24024,11,0
2376208,38608,11,1
2777914,7901,2,0
771973,47144,9,0
780595,4086,3,0
2563629,35951,10,1
3030103,21903,2,1
1795071,46820,12,0
1747247,19950,9,1
3326189,21543,2,0
1742693,14567,5,0
368036,24062,11,1
600950,15945,2,1
2289001,26935,9,1
1455905,8915,2,0
2078674,38159,7,0
3114965,45007,9,1
852572,3721,8,1
2870738,5989,7,0
1749911,24838,4,0
302814,11352,7,1
30193,43086,4,1
2739236,28985,7,1
2477438,20567,13,0
1110178,27344,1,1
3047156,30486,2,0
2080958,44422,2,1
2882212,46667,12,1
1223090,38689,8,0
1712900,29373,5,1
3358717,21903,8,1
2542668,46059,5,1
1318376,21137,21,1
297317,12419,15,1
280145,6948,5,1
2697318,36085,3,1
336995,47626,15,1
1186525,11891,1,1
2629483,25837,3,1
2409563,23165,5,1
2091186,28448,22,0
3071105,24799,7,1
392805,10504,16,1
877141,41920,7,1
2840276,13807,7,1
671029,31372,6,0
2584553,48385,26,1
1994714,5258,1,1
629300,7521,1,1
2059824,22238,10,1
102918,20682,36,0
2744642,5240,1,0
1959493,9076,4,0
1618568,9534,4,0
2563498,31766,12,1
2594756,8022,8,0
1553502,47209,3,1
1313348,38949,5,0
567816,37067,1,0
1558171,27548,11,0
2039045,21616,3,0
3289284,10163,8,1
265958,2722,1,0
1552297,8516,3,1
1686624,21955,5,0
2345553,21903,2,1
2534638,41599,2,1
2564241,25090,16,1
1640171,43504,11,0
622697,45066,5,1
2671645,17316,5,1
1872048,36797,10,1
1536356,33198,30,0
2143593,27966,9,1
1675331,24852,2,1
3348250,31315,15,0
79755,41458,4,1
1598159,16619,3,0
2009222,12909,2,0
2021653,45747,8,0
1353082,30162,3,0
2993366,33120,6,0
1197782,30336,9,0
3127055,35413,6,1
704461,49683,4,0
2285258,31640,4,0
2451837,37229,3,0
3241103,36316,1,1
1124525,1346,22,0
1305200,39427,11,1
2493374,41960,1,0
244748,29487,11,1
2578827,29256,10,0
1062864,5491,9,1
2258641,3952,4,1
1682417,11152,1,1
892740,47766,4,0
362885,35108,1,0
1592836,27401,6,1
1442847,45177,11,1
525411,43154,4,1
1214138,47766,1,1
2914065,27325,6,1
2656600,47284,12,0
1754137,32177,18,0
2977418,44514,1,1
2026793,22890,32,0
2256887,5589,10,1
1438003,3481,16,1
19833,48697,3,0
1134542,47766,7,1
750389,45104,2,0
1153108,48199,1,0
2899909,17706,15,1
1218202,30062,10,0
3230991,43961,7,0
788714,7948,1,0
1343601,25340,24,0
1412817,29374,8,0
2622934,14063,5,1
654789,15131,3,1
1636909,424,4,0
3162813,48946,31,1
572452,42110,2,0
1471487,4462,14,0
887018,9295,24,0
2796843,38777,6,1
2531669,28570,9,1
2752174,27156,9,1
2480558,34668,4,1
1603463,6975,9,1
2729555,22474,5,0
81869,4799,9,0
2043984,16978,7,0
411362,46667,2,0
231327,5955,7,1
1480534,2228,5,1
1217517,22667,11,1
1801407,33232,14,0
2887451,32163,12,0
532983,12754,14,0
3182969,19660,2,1
1813158,48364,7,0
1743252,22943,11,0
1689805,3793,4,0
2499826,21463,6,0
1104577,9648,10,0
3278293,41725,3,0
606742,21137,8,0
1321811,23178,7,0
1116232,27548,5,0
1256635,24213,1,1
394077,31506,3,1
2562936,46266,3,0
2601207,30290,5,1
1205251,27966,6,0
2478167,1158,1,1
1635642,4593,21,0
3202303,7485,7,0
230926,25146,4,0
1919476,34213,1,0
2854366,10132,15,1
2419223,15895,9,0
2386198,26530,6,0
2019238,24852,9,0
2974847,45051,1,1
114054,32864,28,1
2712064,24852,1,1
1903524,8637,10,0
1583207,28985,4,0
762555,13380,43,0
1766331,22260,4,1
1883369,7411,31,1
1020901,40826,5,1
2999584,8518,9,1
3130071,25640,13,0
2094427,28824,3,1
2905500,4605,2,1
105607,1511,9,1
484391,25832,13,0
2707122,42244,14,1
709399,46979,5,0
3308434,24852,7,1
1184990,44123,12,0
705086,45249,2,0
2869607,13176,3,0
1159735,1194,2,1
1752041,16797,4,1
314361,48226,9,1
654614,19468,5,0
1661121,43352,7,1
1286641,25005,19,0
157081,28993,12,1
65665,48109,5,1
1654599,32734,2,1
1105255,47792,2,1
356855,14146,3,1
1355062,33754,2,1
2969435,46106,3,0
857802,25146,8,1
2072068,46979,8,1
764596,45492,7,0
2055379,47087,11,1
1755424,37980,1,1
1835927,24954,1,1
1767705,44275,13,1
1839007,47209,13,1
2905959,49683,4,1
826351,25464,3,1
886214,36333,8,1
1313027,19057,9,0
2772050,42768,26,1
381142,5729,4,1
120838,27104,9,1
2602913,2086,10,1
1603960,45544,18,1
42478,16291,1,0
1348577,22963,1,1
3142967,37158,4,0
1823509,35752,3,0
3063743,38408,5,0
2911059,46651,16,0
2968615,47209,2,1
1608560,23423,1,0
626494,19678,10,1
2064935,38739,2,1
467190,17789,15,0
3046234,40706,9,1
938470,45066,9,1
2178019,17316,4,1
758854,16882,8,0
2817544,31663,4,0
2332790,43164,5,0
1313898,47630,18,1
1552487,35167,3,0
2614508,11143,1,1
386316,31506,19,0
3075851,17795,16,0
837372,8169,16,0
466291,44632,30,0
2555729,39802,3,1
603820,7361,6,1
1036399,11951,13,0
141130,47357,11,0
1613291,40593,5,0
962473,25949,5,1
2664156,21903,5,1
2303118,13554,20,1
654789,4605,2,1
2605194,33294,6,0
375778,23288,4,1
3017505,30814,10,0
1952477,7158,13,1
1105543,48775,1,0
106506,15028,37,1
2695749,27695,12,0
2358569,13944,1,1
883945,43712,18,0
1389400,11520,10,1
1374897,34706,6,0
3141012,29987,17,0
2704600,46667,10,1
2839710,39877,25,1
603739,21137,2,1
3318219,21463,5,0
2738625,48246,19,0
1397100,24489,3,1
2760203,45066,7,1
258314,47626,3,1
360094,47626,9,0
557958,16747,6,1
708571,42585,18,0
1533871,33731,10,1
1380530,45535,12,0
686742,9816,14,0
2224362,34430,2,1
152010,4793,3,1
3245287,28985,3,1
2926642,26604,1,1
173917,19057,14,0
2821044,13176,11,1
1943832,12099,1,1
299550,12941,7,1
3353810,11087,1,1
1432302,44397,5,0
929220,24852,3,1
451895,1529,13,0
1007430,49520,14,1
2544813,17931,5,0
739518,49683,8,1
812630,41198,3,0
1187829,29635,8,0
78881,24852,2,1
3407310,13541,12,1
3149976,41065,3,0
307683,27966,4,1
439524,13838,7,0
3356465,19046,12,1
141072,20691,18,0
3269339,13176,3,1
283758,9644,2,1
790845,44238,2,0
1893855,11266,12,1
193298,48679,38,0
733116,16398,13,1
1294671,43394,2,0
3222393,16920,16,1
1731207,13176,18,0
1217762,21513,10,1
19082,25930,8,1
2197011,22035,1,0
723072,30696,16,1
630747,34197,1,1
2044780,5785,13,1
670170,38550,5,1
2626015,13499,3,0
160107,45842,18,1
1008666,45104,9,1
3187132,21027,17,0
1010480,45638,7,1
1987245,43295,12,0
1743485,3999,9,0
736713,30391,18,1
3292824,22533,4,1
158025,44375,3,1
3015948,47272,3,1
3312164,6878,5,0
1574131,632,4,1
673416,27845,8,0
3166921,5373,7,0
1462457,8277,5,1
2546670,7503,4,1
199475,21333,2,1
1525785,29315,26,0
624728,35042,3,1
2313051,49044,8,1
749820,43961,29,1
3081036,2339,10,1
1282553,44375,2,1
446965,2450,6,0
63241,28441,1,1
3180517,36008,7,0
1846189,27356,1,1
1709251,41273,18,0
1226684,24964,2,1
450493,46149,1,1
2462909,36406,12,1
1713696,3339,4,0
1677350,10132,11,1
2617741,23926,8,0
2166387,27845,1,1
465076,38644,4,0
1836476,4313,1,0
2078767,16797,3,0
2692462,30233,23,0
2544843,3852,21,1
1703562,15995,6,1
2619943,14959,11,1
2682032,40724,8,1
1586099,43662,13,0
1617652,17795,2,1
713177,5586,6,0
608105,45753,16,0
3099966,37067,4,1
614081,42244,3,1
1492016,20915,1,1
2029785,10699,8,0
3325923,35951,1,0
1162542,12162,10,1
3230403,47766,3,1
1492407,42139,3,1
2610695,30635,8,0
904399,21938,3,1
2022474,34660,20,0
2506810,15113,9,0
3029149,21137,2,1
2481229,22963,2,1
2874721,27156,6,1
1699712,40709,19,1
3353016,18641,1,0
640386,26120,8,1
3051654,7500,18,0
2399829,27761,10,0
2595345,35534,1,1
3130555,47900,10,1
284839,44449,32,0
2814163,27435,8,1
2161384,37664,5,1
1549289,27216,1,0
513938,44500,4,1
3064621,46346,15,0
1822302,18171,8,0
2333700,29987,15,1
526247,22312,7,1
822148,27080,3,1
781696,13176,3,1
145282,44683,6,0
1121786,43389,7,0
2810796,26346,6,0
531499,48287,11,0
3217202,28985,22,0
1133054,21393,21,0
2827137,11755,20,0
2190139,35306,2,1
2147849,32538,4,1
1179690,2979,26,0
1425225,28134,4,0
1921054,41220,4,0
412623,21137,1,1
2939484,24369,4,0
304199,18849,8,0
853631,40604,9,1
1230900,46738,3,1
1900108,4562,15,0
3192775,15258,23,1
2568792,47209,8,0
1433281,5025,16,0
30548,23029,12,1
367924,26940,8,0
1577387,39275,6,1
1744408,28849,14,1
77205,48679,6,0
2758231,47029,9,0
1196460,47766,8,1
338201,18471,5,0
2711781,19248,13,1
307782,27845,10,1
2280513,46823,19,1
3123212,39858,10,0
1648958,41213,10,0
1635046,39108,5,0
530821,24808,17,1
3001757,2880,10,1
1033495,35221,5,1
2490353,40268,6,0
503908,27521,11,0
708311,24964,7,1
434045,26456,7,0
1430950,13176,1,1
329505,32740,16,0
3420847,2295,16,0
3041198,34321,17,1
3352847,15008,9,0
2629215,4799,6,0
3045344,19660,5,1
1405936,5876,3,1
1979243,12481,5,1
213468,42445,2,0
406319,4920,15,1
1738525,3148,2,1
2023278,25890,16,0
1134688,11712,10,1
254570,46709,3,0
2283083,9807,4,0
1028179,29095,8,1
1686744,18117,17,0
2552957,49668,10,0
2073776,37710,4,0
53686,29672,7,1
1798200,25,2,1
3201007,32666,5,0
687156,42921,12,0
1343756,32636,6,0
1556296,37766,8,1
1666027,30169,10,1
2400860,34243,20,0
726505,32134,1,1
3178574,20738,2,1
873853,31808,3,1
2888742,38739,2,1
822492,14147,3,1
723928,11110,5,0
2084208,21137,18,0
1992342,21616,1,1
387150,47209,3,0
1422209,39928,1,1
813573,45504,2,0
477870,16393,14,1
2631074,44632,4,1
930667,12409,3,0
1233226,46175,28,1
1052679,43768,20,1
756529,45535,5,0
680234,13176,6,1
149759,22963,3,1
2704427,24163,1,0
227587,40338,11,1
2041921,19660,1,1
727718,40305,8,0
1423851,27093,6,0
3187513,28199,6,1
2534114,14491,2,1
917430,449,7,1
2002245,43200,7,0
2129129,20577,6,1
2664300,22286,4,0
2412252,11712,14,1
203742,29780,34,1
2244806,39275,2,1
2850930,48112,8,0
1005123,24852,4,1
181535,5068,3,1
1828861,18234,8,0
2481689,3682,16,0
1211819,44116,35,1
1888731,15097,8,1
902875,34115,8,0
1533735,5636,7,1
2088082,23543,4,1
2251003,47977,30,0
2639798,48825,23,0
391186,35004,4,1
2015326,42828,6,1
233533,42768,10,0
1509700,5184,11,1
1688629,46616,2,1
2108045,11669,4,0
1233504,15134,11,0
65910,16953,20,0
1649040,16020,12,1
1845475,46822,1,1
2595390,6184,1,1
1314767,8193,6,1
3007280,8277,3,1
625052,35321,2,0
3111947,38273,4,1
1141805,35403,11,0
1313812,48679,3,1
2576319,38739,11,1
666383,41787,3,0
3090499,46429,18,1
2455924,29574,1,1
1961937,12039,22,1
2943269,23801,6,0
698742,7021,17,0
3022564,36127,5,0
2784274,43086,2,0
2548214,47209,6,1
1130686,22831,15,0
1811449,38383,1,0
123093,46842,1,1
3343746,24841,4,1
2417676,4544,44,0
1583851,2229,2,1
1907154,23888,5,1
1981995,30953,14,0
1289034,40723,1,1
1045602,46654,1,1
307016,45125,12,1
696955,40545,6,0
2119376,14947,2,1
2390379,21938,10,0
1313798,8587,4,1
135897,35750,2,1
846095,10946,11,1
1290391,44731,6,0
3227186,34862,9,1
293232,31506,1,0
2709439,3221,13,0
2510777,21766,9,0
2670188,38689,14,1
621932,14408,15,0
306408,12975,2,1
664579,34126,7,1
1055341,27371,4,0
3244199,10343,18,1
1344849,27910,9,0
3108883,2982,4,1
814792,13431,9,1
1567107,13166,2,1
3219527,33647,3,1
987664,33787,3,1
1502994,38071,3,0
2857279,35199,1,0
2537576,2120,9,1
2748749,11983,2,1
215708,43635,2,1
1398097,39558,1,0
2282314,12465,2,0
1093444,12341,5,1
3146233,41276,9,0
2159767,19446,21,1
1093746,8730,2,1
1619663,21903,1,1
2049791,22620,1,1
3131057,4920,3,1
1406356,35140,25,0
1974140,20791,10,0
416017,7559,3,0
1401669,31338,19,0
527445,4605,2,0
3025433,31981,3,1
3084754,17794,9,1
2313812,31927,2,0
1573670,16797,7,1
1249072,46676,12,1
2452658,9839,16,1
2660960,37374,7,0
1696498,35547,10,1
1109093,48022,10,1
1744426,29503,19,1
2451621,27730,9,1
2845057,47144,3,1
488338,16696,4,1
122675,9020,2,1
3238826,360,7,1
2832497,13176,1,1
467373,14780,4,1
765047,27730,25,1
3231,20084,24,1
2596462,35958,2,1
3379190,23543,4,1
2031382,4210,3,0
1868748,24561,5,1
2401492,44533,6,1
871792,38540,5,1
2049333,21376,10,1
683162,3957,12,1
994334,27475,3,1
408301,46473,2,0
2374726,47209,11,0
470862,45179,17,0
1343171,44628,13,0
335582,13988,1,1
895254,31410,1,1
1327564,46979,3,1
3039638,6656,6,1
1052896,39644,3,0
484738,33768,12,1
2670679,19816,12,1
3064383,11005,18,1
1056442,18531,13,1
2728670,7862,4,1
2220619,41787,5,0
2666586,30489,3,1
1956258,10477,4,1
1931922,27845,3,1
793403,27086,6,1
3061011,28842,17,0
3005978,1616,22,0
3189635,9292,1,1
3091629,14077,9,1
2841524,18923,16,0
2573291,15541,6,1
922615,4920,30,1
779552,41273,1,1
807350,5876,12,0
47362,31553,13,0
1917983,6680,10,0
2983884,21137,23,0
1279111,28174,9,0
100958,34358,1,1
1174366,7781,11,0
1124057,49026,5,1
49462,49683,1,0
268411,23763,9,1
1229241,1483,6,0
929261,5322,8,1
56552,43961,2,0
1450599,29118,7,0
2650245,17859,1,1
164779,40723,5,0
1484878,8251,6,1
347292,35842,5,1
2974639,44471,14,0
2019621,8261,13,1
507931,4799,14,0
272512,14462,20,1
3006552,16349,27,1
817324,15261,3,1
1121160,35939,19,1
1600668,8670,16,0
997321,5077,7,0
2304191,44632,2,1
3014003,1940,3,0
216952,12211,9,0
1225124,45064,4,0
2289579,22969,11,0
1772622,39561,8,0
1546712,16715,5,1
1411481,8277,12,0
2709588,5994,4,0
39370,45007,2,1
1354411,19478,28,0
2760021,46061,1,1
253042,12703,8,1
1265487,24184,3,0
1781933,26751,2,1
759057,7175,9,1
1472635,9076,9,0
1133841,19057,9,1
1410557,9290,6,0
836219,21683,4,1
1476385,47616,13,0
2799106,13176,16,1
2847386,24253,1,1
1214107,5677,1,0
2473009,37710,4,0
844991,29594,7,1
3089671,8631,1,0
204158,16797,19,0
771012,41770,6,0
2148048,38311,1,1
3139604,5746,22,1
2906838,27243,6,1
2781043,21393,4,0
2375415,46584,4,1
1663151,49030,4,0
2019695,24363,7,1
606489,13245,5,0
1112500,10508,1,0
1389259,29975,8,0
1372492,975,12,0
3388765,40706,22,0
2503832,23165,12,0
911571,14678,3,1
1721653,34584,1,0
142586,1463,1,0
2654938,15923,15,0
1930860,28568,4,0
2436092,31886,7,0
354110,26128,10,0
2937436,24373,2,1
3011125,17419,4,1
2532282,21153,16,1
3139017,47626,4,1
2043923,6532,13,1
3090533,10749,4,1
1972366,5451,7,0
1024876,48070,5,1
1820843,40706,4,0
56764,40352,1,1
3385902,28123,1,0
1419070,27690,7,1
2811056,47029,3,1
2975728,3481,24,0
1123490,18465,8,1
2197670,31717,7,1
1956664,8277,13,1
192545,43026,16,0
2125330,45374,11,0
2548599,15143,5,1
963920,30489,10,1
3177848,26209,3,1
677009,27966,2,1
1506758,42380,29,0
56193,10749,4,1
1723792,11782,5,0
648799,39275,14,0
3245767,19467,1,0
1393340,24184,8,1
2670524,30925,7,1
1432673,13740,5,0
1858883,26756,5,1
529072,13617,52,0
1562454,42265,12,1
1927174,18531,4,1
3396567,3696,8,1
167013,39877,1,1
2296733,24231,7,0
2294874,5750,1,0
1818455,39427,2,1
1503352,36988,5,1
2687722,48736,8,1
1257920,30057,3,0
1807971,22035,6,1
1525651,13646,1,0
3045189,5353,9,0
140026,28993,10,1
24601,25256,2,0
2261776,4137,10,1
1503274,8478,2,1
39755,5077,24,1
2761456,18432,20,1
789556,13829,13,0
720040,27966,1,1
2700779,15904,10,0
836938,33290,11,0
261261,44359,1,1
1716865,25256,14,0
3105841,14992,2,1
3099229,40852,6,1
2906391,13176,1,1
2190454,13779,19,0
2800832,17915,5,1
3205457,38383,10,1
1112333,44053,1,1
872026,23909,10,1
2920714,6740,2,1
1642518,23801,9,0
498046,45134,8,0
846775,27845,6,0
230391,27344,10,1
845869,16254,12,0
1557274,34551,7,1
488166,43705,29,0
1772795,17235,12,1
1752454,7412,18,0
2442060,46334,6,0
1502830,21709,8,1
3089178,45504,7,1
1026109,42701,4,1
1054687,4130,4,1
2980176,45066,15,1
330667,22017,7,1
3247232,16797,5,1
3107158,4533,8,1
474552,42441,2,0
3358067,17122,1,1
2973878,18531,4,0
2087304,34044,2,1
870149,16350,11,0
2300769,19611,6,1
2151029,41362,3,0
2117717,40997,3,0
1301943,7396,7,0
1314398,31343,5,1
2000777,40706,2,1
1770579,48745,21,0
1562249,3952,10,1
54517,9076,5,1
3127316,38777,9,1
969208,24841,3,1
2553096,45613,30,0
427612,25890,10,0
323367,42384,9,0
1401366,27250,8,1
1563376,30442,2,0
2983485,30489,3,0
1579843,11520,3,0
2227115,18389,18,1
1099850,34005,3,0
867074,14947,3,1
2942960,32139,9,1
2666464,30776,7,1
1393520,40174,3,1
2374538,38159,15,1
458555,19678,1,1
429863,8518,4,1
2257775,36485,18,1
1736048,24184,11,1
2311128,33787,6,1
2776981,43749,2,1
632801,21527,17,0
1667686,49235,1,1
2924842,36929,14,0
1942786,38374,2,1
1186509,28849,9,1
1205225,28132,14,0
2023061,16262,5,1
756474,6383,18,1
1292680,42768,12,0
2603570,38368,13,1
1590330,20595,20,1
143655,22298,2,0
1299483,24964,3,0
3245670,39428,2,1
1203938,16965,6,1
3093466,33148,2,1
291333,41406,3,0
1851962,25544,4,0
2524625,12099,6,0
1021261,37646,7,1
2734704,42625,13,0
1741079,47479,9,0
2310850,10749,9,1
2319446,35750,12,0
2398897,4605,5,0
540911,2979,23,1
69222,4086,29,0
2908287,4916,9,0
2347459,13176,4,0
2340403,42803,2,0
2467395,22525,7,1
384766,19734,2,1
2151759,1925,5,1
35273,3898,24,0
1833607,27966,10,1
2227390,19049,7,0
2561045,36316,5,1
2044839,29635,14,0
1758203,6873,24,1
2805611,35887,5,0
175675,15226,30,0
2430160,12302,3,0
2954304,45603,14,1
2972157,28199,4,1
1222360,19130,5,0
46191,44384,1,1
3272319,36550,2,1
1677827,25767,6,1
1222093,12508,12,1
3395378,6825,10,1
3341154,7781,4,0
1724146,44292,1,1
357646,28196,1,1
245645,10749,4,1
3076722,12720,19,0
1675816,32303,8,1
503943,41351,15,0
3156653,31506,16,0
2935296,2272,9,0
2408828,33643,7,1
3358367,49023,7,0
1712095,14678,8,1
837330,23207,5,0
1887375,27966,2,1
96627,2785,8,0
3042006,49621,7,1
1156414,22935,9,1
477260,42342,5,1
1409107,31683,3,1
1439513,35986,3,1
1294713,30720,3,1
88454,40706,2,1
1967321,2643,8,1
1533066,30442,6,1
2629685,6104,2,1
2676893,43070,1,0
1027032,927,4,1
2360207,4620,10,0
2893934,40706,10,0
1388624,31805,11,0
1982939,28278,7,0
3392392,34137,10,1
3356836,31562,3,1
2260946,41220,3,1
3290856,43086,4,1
1811719,9387,5,1
111499,12847,5,0
1392994,43279,22,0
2413364,47626,3,1
1369857,32030,1,0
910746,34124,17,0
2692497,161,13,0
1135429,28985,8,0
2562332,28071,1,1
81785,16185,8,1
134188,10831,2,1
1205989,13176,2,1
1624481,18427,2,1
1743701,21137,5,1
3133261,46800,9,0
1900730,40706,2,1
2758160,40604,2,1
1782591,21616,6,1
1872978,15622,4,0
3055880,12427,1,0
3270256,34969,6,0
2178836,6522,3,1
775406,41220,8,1
2010420,33754,12,1
567953,19478,5,1
389790,21137,25,1
3226852,27744,6,1
3039793,17223,11,0
223034,10749,8,1
3393622,37213,4,1
2253761,6291,16,1
2035875,12939,7,0
1822420,44683,8,1
911503,24427,25,0
2236594,34429,5,1
2220240,48437,4,0
346677,35921,5,1
2561794,17863,3,1
3829,46654,1,1
19009,38928,1,1
1566771,19350,15,1
3000029,20114,6,1
1765073,44329,20,1
230244,8193,7,1
867478,5405,8,0
1257963,42356,13,0
2419329,39275,3,1
1330121,43014,8,1
1600206,4605,4,1
1733805,39527,1,1
2388885,39146,2,1
2695662,5033,16,0
102858,21461,20,0
1752052,34969,4,1
2278303,47792,2,0
1357400,28527,3,0
1836868,44422,13,1
2360857,35458,5,0
72811,37257,13,0
357607,16869,10,0
1153002,37687,3,1
1805309,20383,2,1
135667,30290,14,0
3356865,8424,22,0
1182652,17835,2,1
1050903,21938,16,1
3353607,42265,2,1
710206,18370,4,1
2625593,38127,1,1
2660396,21267,7,1
2549673,42731,2,1
2643952,46820,18,0
2412426,12341,3,1
2272099,28535,14,0
537182,49683,10,1
245398,21295,12,1
920463,46720,4,1
740000,49640,11,1
2845481,17600,4,1
2897130,21288,1,1
1753591,21137,10,1
19631,19229,7,0
2110057,30391,10,1
1715015,17862,7,0
1162572,25890,19,1
1987080,4210,1,1
2901969,1158,7,1
1710151,27363,7,0
2123463,7493,1,0
3032256,14401,6,1
2695501,210,4,1
1259521,46346,4,1
2242674,25340,16,1
521353,27451,10,0
282392,1379,38,0
3256206,45535,4,1
1027946,36011,2,1
2046750,6615,22,1
3054387,28699,5,0
2359111,13829,13,1
1940245,22935,9,0
1530912,7021,16,0
3174770,49235,1,1
3229729,10895,1,0
2222112,9430,6,1
884375,47242,5,1
3390169,27104,9,0
331998,48220,30,0
2830402,42404,15,1
1563066,8529,7,1
1700006,39968,29,1
1644101,41290,22,1
1793826,22832,7,1
3354670,8021,3,0
2823558,46667,2,1
1230351,19575,3,0
287134,40278,9,1
3137286,34991,11,0
2356263,890,2,0
1933765,5449,13,1
912246,24956,1,1
2886095,46147,21,0
1322340,5077,1,0
94948,33320,1,1
716924,16262,2,0
1050226,39928,3,1
3103159,24954,12,1
1879714,47141,11,1
234504,39475,8,1
53911,8571,3,1
40216,39375,2,0
1817213,22935,12,1
2879339,7908,3,1
1032273,22035,4,1
1489193,47049,3,1
1083355,49235,3,1
619243,44142,5,1
574770,21137,5,1
1785665,25819,6,0
364091,47626,5,0
2254576,21938,7,0
261827,8424,5,0
2889268,39115,1,0
1263787,432,12,1
30364,16965,1,0
735797,1875,12,0
367690,30489,5,1
2568239,47610,7,1
561894,26604,7,1
2540262,35223,6,0
1196217,3599,6,1
2400329,21616,8,1
352146,40174,2,0
1270470,9068,8,1
1421434,30574,10,0
1863071,14197,14,1
2641293,49585,10,1
3226864,27744,1,1
3031317,1468,2,0
334789,27960,3,1
673889,40905,11,1
3119234,49683,7,0
856271,38200,23,0
756163,24373,4,1
2302624,12962,6,1
1879295,33215,4,0
65868,35078,9,1
2739463,43271,13,0
2051107,35951,1,1
2725175,27966,1,0
2599396,5550,10,0
1473834,34565,3,1
311,30233,1,1
460331,16570,18,0
947169,15752,3,1
1229071,41593,20,1
1371385,8021,2,0
2857524,14924,4,1
3366519,2120,1,1
2623509,17159,5,0
2758355,30021,1,1
286846,8087,4,1
2158099,8518,13,1
2536941,44471,21,1
1935443,6341,2,0
58133,44628,9,0
2802046,3952,15,1
2943871,6131,11,0
1056062,28156,7,1
2946798,24964,1,1
690287,16142,14,0
2414100,9366,11,1
1071582,19886,30,0
2231335,32134,1,1
1009693,41149,11,0
3195827,29662,5,0
2558940,2596,14,0
1555788,44906,1,1
177174,38689,2,1
1909848,36865,12,0
1652100,3627,15,0
